cmd_id,datetime,value
57,"2023-09-07 21:20:00",1368189.571428571
57,"2023-09-08 08:25:00",1368206.285714285
57,"2023-09-08 09:00:00",1368211.000000000
57,"2023-09-08 10:00:00",1368220.416666666
57,"2023-09-08 11:00:00",1368227.833333333
57,"2023-09-08 12:00:00",1368240.416666666
57,"2023-09-08 13:00:00",1368252.750000000
57,"2023-09-08 14:00:00",1368288.333333333
57,"2023-09-08 15:00:00",1368936.250000000
57,"2023-09-08 16:00:00",1369854.333333333
57,"2023-09-08 17:00:00",1370175.416666666
57,"2023-09-08 18:00:00",1370193.416666666
57,"2023-09-08 19:00:00",1370206.666666666
57,"2023-09-08 20:00:00",1370219.500000000
57,"2023-09-08 21:00:00",1370230.083333333
57,"2023-09-08 22:00:00",1370241.500000000
57,"2023-09-08 23:00:00",1370253.541666666
57,"2023-09-09 00:00:00",1370266.083333333
57,"2023-09-09 01:00:00",1370278.500000000
57,"2023-09-09 02:00:00",1370290.500000000
57,"2023-09-09 03:00:00",1370297.000000000
57,"2023-09-09 03:05:00",1370303.818181818
57,"2023-09-09 04:00:00",1370316.416666666
57,"2023-09-09 05:00:00",1370328.166666666
57,"2023-09-09 06:00:00",1370330.000000000
57,"2023-09-09 07:00:00",1370330.000000000
57,"2023-09-09 08:00:00",1370330.750000000
57,"2023-09-09 09:00:00",1370340.500000000
57,"2023-09-09 10:00:00",1370351.250000000
57,"2023-09-09 11:00:00",1370358.250000000
57,"2023-09-09 12:00:00",1370366.000000000
57,"2023-09-09 13:00:00",1370378.083333333
57,"2023-09-09 14:00:00",1370390.500000000
57,"2023-09-09 15:00:00",1370544.083333333
57,"2023-09-09 16:00:00",1371217.833333333
57,"2023-09-09 17:00:00",1371474.416666666
57,"2023-09-09 18:00:00",1371490.916666666
57,"2023-09-09 19:00:09",1371504.583333333
57,"2023-09-09 20:00:06",1371517.500000000
57,"2023-09-09 21:00:09",1371529.000000000
57,"2023-09-09 22:00:07",1371543.083333333
57,"2023-09-09 23:00:06",1371557.000000000
57,"2023-09-10 00:00:11",1371568.500000000
57,"2023-09-10 01:00:10",1371575.916666666
57,"2023-09-10 02:00:10",1371576.000000000
57,"2023-09-10 03:00:06",1371576.000000000
57,"2023-09-10 03:05:09",1371576.000000000
57,"2023-09-10 04:00:09",1371576.000000000
57,"2023-09-10 05:00:09",1371576.000000000
57,"2023-09-10 06:00:10",1371576.000000000
57,"2023-09-10 07:00:06",1371576.000000000
57,"2023-09-10 08:00:12",1371576.000000000
57,"2023-09-10 09:00:10",1371579.416666666
57,"2023-09-10 10:00:09",1371587.166666666
57,"2023-09-10 11:00:10",1371592.333333333
57,"2023-09-10 12:00:10",1371602.666666666
57,"2023-09-10 13:00:10",1371628.666666666
57,"2023-09-10 14:00:09",1371647.583333333
57,"2023-09-10 15:00:09",1371661.230769230
57,"2023-09-10 16:00:10",1371672.916666666
57,"2023-09-10 17:00:10",1371685.083333333
57,"2023-09-10 18:00:13",1371699.250000000
57,"2023-09-10 19:00:08",1371713.166666666
57,"2023-09-10 20:00:10",1371727.000000000
57,"2023-09-10 21:00:09",1371734.000000000
57,"2023-09-10 22:00:09",1371734.000000000
57,"2023-09-15 07:58:46",1375168.000000000
57,"2023-09-15 08:00:09",1375168.000000000
57,"2023-09-15 09:00:10",1375170.750000000
57,"2023-09-15 10:00:06",1375178.916666666
57,"2023-09-15 11:00:12",1375182.000000000
57,"2023-09-15 12:00:10",1375182.666666666
57,"2023-09-15 13:00:09",1375184.000000000
57,"2023-09-15 14:00:08",1375185.333333333
57,"2023-09-15 15:00:09",1375191.500000000
57,"2023-09-15 16:00:08",1375202.416666666
57,"2023-09-15 17:00:08",1375214.416666666
57,"2023-09-15 18:00:15",1375227.000000000
57,"2023-09-15 19:00:08",1375239.416666666
57,"2023-09-15 20:00:09",1375251.833333333
57,"2023-09-15 21:00:08",1375264.750000000
57,"2023-09-15 22:00:09",1375277.916666666
57,"2023-09-15 23:00:09",1375292.142857142
57,"2023-09-16 00:00:06",1375303.500000000
57,"2023-09-16 01:00:10",1375315.500000000
57,"2023-09-16 02:00:09",1375327.500000000
57,"2023-09-16 03:00:10",1375337.750000000
57,"2023-09-16 04:00:11",1375339.000000000
57,"2023-09-16 05:00:10",1375339.000000000
57,"2023-09-16 06:00:10",1375339.000000000
57,"2023-09-16 07:00:08",1375339.000000000
57,"2023-09-16 08:00:11",1375339.000000000
57,"2023-09-16 09:00:12",1375339.916666666
57,"2023-09-16 10:00:26",1375342.916666666
57,"2023-09-16 11:00:07",1375343.000000000
57,"2023-09-16 12:00:10",1375345.166666666
57,"2023-09-16 13:00:08",1375357.916666666
57,"2023-09-16 14:00:08",1375370.833333333
57,"2023-09-16 15:00:16",1375381.083333333
57,"2023-09-16 16:00:07",1375386.666666666
57,"2023-09-16 17:00:08",1375391.833333333
57,"2023-09-16 18:00:19",1375402.333333333
57,"2023-09-16 19:00:09",1375416.500000000
57,"2023-09-16 20:00:08",1375428.500000000
57,"2023-09-16 21:00:11",1375430.000000000
57,"2023-09-16 22:00:08",1375430.000000000
57,"2023-09-16 23:00:16",1375430.000000000
57,"2023-09-17 00:00:08",1375430.000000000
57,"2023-09-17 01:00:06",1375430.000000000
57,"2023-09-17 02:00:07",1375430.000000000
57,"2023-09-17 03:00:09",1375430.000000000
57,"2023-09-17 04:00:08",1375430.000000000
57,"2023-09-17 05:00:09",1375430.000000000
57,"2023-09-17 06:00:10",1375430.000000000
57,"2023-09-17 07:00:06",1375430.000000000
57,"2023-09-24 20:26:12",1381776.714285714
57,"2023-09-24 21:00:07",1381787.083333333
57,"2023-09-24 22:00:06",1381800.166666666
57,"2023-09-24 23:00:06",1381814.000000000
57,"2023-09-25 00:00:10",1381826.333333333
57,"2023-09-25 01:00:06",1381837.833333333
57,"2023-09-25 02:00:06",1381849.500000000
57,"2023-09-25 03:00:06",1381856.000000000
57,"2023-09-25 03:05:04",1381861.636363636
57,"2023-09-25 04:00:09",1381872.166666666
57,"2023-09-25 05:00:08",1381874.000000000
57,"2023-09-25 06:00:10",1381874.000000000
57,"2023-09-25 07:00:10",1381874.000000000
57,"2023-09-25 08:00:06",1381874.000000000
57,"2023-09-25 09:00:08",1381878.000000000
57,"2023-09-25 10:00:10",1381887.416666666
57,"2023-09-25 11:00:06",1381891.583333333
57,"2023-09-25 12:00:08",1381892.000000000
57,"2023-09-25 13:00:07",1381895.666666666
57,"2023-09-25 14:00:07",1381901.666666666
57,"2023-09-25 15:00:15",1381907.833333333
57,"2023-09-25 16:00:08",1381922.833333333
57,"2023-09-25 17:00:09",1381937.666666666
57,"2023-09-25 18:00:18",1381949.750000000
57,"2023-09-25 19:00:05",1381961.500000000
57,"2023-09-25 20:00:09",1381972.250000000
57,"2023-09-25 21:00:10",1381979.666666666
57,"2023-09-25 22:00:11",1381983.000000000
57,"2023-09-25 23:00:08",1381983.000000000
57,"2023-09-26 00:00:15",1381983.000000000
57,"2023-09-26 01:00:07",1381983.000000000
57,"2023-09-26 02:00:07",1381983.000000000
57,"2023-09-26 03:00:07",1381983.000000000
57,"2023-09-26 03:05:05",1381983.000000000
57,"2023-09-26 04:00:07",1381983.000000000
57,"2023-09-26 05:00:11",1381983.000000000
57,"2023-09-26 06:00:06",1381983.000000000
57,"2023-09-26 07:00:13",1381983.000000000
57,"2023-09-26 08:00:12",1381983.000000000
57,"2023-09-26 09:00:11",1381983.000000000
57,"2023-09-26 10:05:05",1381983.777777777
57,"2023-09-26 11:15:12",1381984.000000000
57,"2023-09-26 12:00:11",1381986.416666666
57,"2023-09-26 13:00:14",1381998.083333333
57,"2023-09-26 14:00:07",1382009.166666666
57,"2023-09-26 15:00:09",1382017.916666666
57,"2023-09-26 16:00:06",1382027.500000000
57,"2023-09-26 17:00:06",1382040.916666666
57,"2023-09-26 18:00:12",1382054.500000000
57,"2023-09-26 19:00:08",1382065.666666666
57,"2023-09-26 20:00:07",1382077.166666666
57,"2023-09-26 21:00:06",1382086.500000000
57,"2023-09-26 22:00:06",1382087.000000000
57,"2023-09-26 23:00:07",1382087.000000000
57,"2023-09-27 00:00:10",1382087.000000000
57,"2023-09-27 01:00:06",1382087.000000000
57,"2023-09-27 02:00:07",1382087.000000000
57,"2023-09-27 03:00:06",1382087.000000000
57,"2023-09-27 03:05:05",1382087.000000000
57,"2023-09-27 04:00:06",1382087.000000000
57,"2023-09-27 05:00:10",1382087.000000000
57,"2023-09-27 06:00:07",1382087.000000000
57,"2023-09-27 07:00:06",1382087.000000000
57,"2023-09-27 08:00:09",1382087.000000000
57,"2023-09-27 09:00:10",1382087.333333333
57,"2023-10-03 14:23:26",1384928.000000000
57,"2023-10-03 15:00:09",1384933.916666666
57,"2023-10-03 16:00:09",1384944.083333333
57,"2023-10-03 17:00:07",1384954.166666666
57,"2023-10-03 18:00:17",1384965.833333333
57,"2023-10-03 19:00:06",1384977.583333333
57,"2023-10-03 20:00:06",1384990.333333333
57,"2023-10-03 21:00:08",1385003.333333333
57,"2023-10-03 22:00:08",1385017.083333333
57,"2023-10-03 23:00:11",1385028.230769230
57,"2023-10-04 00:00:06",1385029.000000000
57,"2023-10-04 01:00:08",1385029.000000000
57,"2023-10-04 02:00:09",1385029.000000000
57,"2023-10-04 03:00:06",1385029.000000000
57,"2023-10-04 03:05:05",1385029.000000000
57,"2023-10-04 04:00:06",1385029.000000000
57,"2023-10-04 05:00:10",1385029.000000000
57,"2023-10-04 06:00:07",1385029.000000000
57,"2023-10-04 07:00:05",1385029.000000000
57,"2023-10-04 08:00:06",1385029.000000000
57,"2023-10-04 09:00:06",1385029.750000000
57,"2023-10-04 10:00:10",1385030.000000000
57,"2023-10-04 11:00:06",1385030.000000000
57,"2023-10-04 12:00:05",1385031.083333333
57,"2023-10-04 13:00:09",1385034.166666666
57,"2023-10-04 14:00:09",1385038.000000000
57,"2023-10-04 15:00:10",1385041.916666666
57,"2023-10-04 16:00:09",1385049.250000000
57,"2023-10-04 17:00:09",1385062.666666666
57,"2023-10-04 18:00:10",1385076.333333333
57,"2023-10-04 19:00:06",1385088.500000000
57,"2023-10-04 20:00:06",1385098.166666666
57,"2023-10-04 21:00:07",1385101.000000000
57,"2023-10-04 22:00:07",1385101.000000000
57,"2023-10-04 23:00:07",1385101.000000000
57,"2023-10-05 00:00:08",1385101.000000000
57,"2023-10-05 01:00:07",1385101.000000000
57,"2023-10-05 02:00:06",1385101.000000000
57,"2023-10-05 03:00:07",1385101.000000000
57,"2023-10-05 03:05:06",1385101.000000000
57,"2023-10-05 04:00:06",1385101.000000000
57,"2023-10-05 05:00:09",1385101.000000000
57,"2023-10-05 06:00:09",1385101.000000000
57,"2023-10-05 07:00:08",1385101.000000000
57,"2023-10-05 08:00:10",1385101.000000000
57,"2023-10-05 09:00:12",1385101.333333333
57,"2023-10-05 10:00:10",1385104.000000000
57,"2023-10-05 11:00:12",1385109.750000000
57,"2023-10-05 12:00:07",1385118.500000000
57,"2023-10-05 13:00:10",1385120.083333333
57,"2023-10-05 14:00:11",1385123.000000000
57,"2023-10-05 15:00:09",1385128.250000000
57,"2023-10-05 16:00:09",1385138.333333333
57,"2023-10-05 17:00:11",1385150.083333333
57,"2023-10-05 18:00:14",1385163.666666666
57,"2023-10-05 19:00:09",1385174.083333333
57,"2023-10-05 20:00:08",1385186.583333333
57,"2023-10-05 21:00:07",1385199.250000000
57,"2023-10-05 22:00:08",1385203.000000000
57,"2023-10-05 23:00:07",1385203.000000000
57,"2023-10-06 00:00:06",1385203.000000000
57,"2023-10-06 01:00:10",1385203.000000000
57,"2023-10-06 02:00:07",1385203.000000000
57,"2023-10-06 03:00:06",1385203.000000000
57,"2023-10-06 03:05:07",1385203.000000000
57,"2023-10-06 04:00:08",1385203.000000000
57,"2023-10-06 05:00:08",1385203.000000000
57,"2023-10-06 06:00:06",1385203.000000000
57,"2023-10-06 07:00:08",1385203.000000000
57,"2023-10-06 08:00:07",1385203.000000000
57,"2023-10-06 09:00:07",1385203.833333333
57,"2023-10-06 10:00:07",1385211.000000000
57,"2023-10-06 11:00:06",1385214.833333333
57,"2023-10-06 12:00:08",1385221.166666666
57,"2023-10-06 13:00:08",1385226.583333333
57,"2023-10-06 14:00:11",1385230.500000000
57,"2023-10-06 15:00:09",1385238.583333333
57,"2023-10-06 16:00:07",1385249.333333333
57,"2023-10-06 17:00:08",1385259.666666666
57,"2023-10-06 18:00:10",1385272.500000000
57,"2023-10-06 19:00:09",1385285.666666666
57,"2023-10-06 20:00:08",1385295.083333333
57,"2023-10-06 21:00:08",1385301.750000000
57,"2023-10-06 22:00:09",1385314.166666666
57,"2023-10-06 23:00:07",1385326.846153846
57,"2023-10-07 00:00:09",1385331.000000000
57,"2023-10-07 01:00:10",1385331.000000000
57,"2023-10-07 02:00:08",1385331.000000000
57,"2023-10-07 03:00:09",1385331.000000000
57,"2023-10-07 04:00:08",1385331.000000000
57,"2023-10-07 05:00:11",1385331.000000000
57,"2023-10-07 06:00:08",1385331.000000000
57,"2023-10-07 07:00:08",1385331.000000000
57,"2023-10-07 08:00:09",1385331.000000000
57,"2023-10-07 09:00:07",1385334.083333333
57,"2023-10-07 10:00:11",1385343.500000000
57,"2023-10-07 11:00:06",1385351.416666666
57,"2023-10-07 12:00:10",1385361.500000000
57,"2023-10-07 13:00:09",1385370.666666666
57,"2023-10-07 14:00:06",1385379.500000000
57,"2023-10-07 15:00:09",1385388.250000000
57,"2023-10-07 16:00:09",1385402.083333333
57,"2023-10-07 17:00:06",1385416.833333333
57,"2023-10-07 18:00:14",1385433.500000000
57,"2023-10-07 19:00:06",1385450.416666666
57,"2023-10-07 20:00:06",1385466.333333333
57,"2023-10-07 21:00:08",1385482.750000000
57,"2023-10-07 22:00:12",1385499.416666666
57,"2023-10-07 23:00:08",1385516.846153846
57,"2023-10-08 00:00:07",1385531.166666666
57,"2023-10-08 01:00:06",1385534.000000000
57,"2023-10-08 02:00:07",1385534.000000000
57,"2023-10-08 03:00:09",1385534.000000000
57,"2023-10-09 06:20:05",1385666.000000000
57,"2023-10-09 07:00:07",1385666.000000000
57,"2023-10-09 08:00:10",1385666.000000000
57,"2023-10-09 09:00:12",1385667.333333333
57,"2023-10-09 10:00:07",1385675.583333333
57,"2023-10-09 11:00:06",1385682.333333333
57,"2023-10-09 12:00:06",1385688.833333333
57,"2023-10-09 13:00:08",1385693.500000000
57,"2023-10-09 14:00:07",1385696.166666666
57,"2023-10-09 15:00:08",1385706.666666666
57,"2023-10-09 16:00:06",1385719.500000000
57,"2023-10-09 17:00:07",1385733.750000000
57,"2023-10-09 18:00:20",1385747.583333333
57,"2023-10-09 19:00:06",1385760.500000000
57,"2023-10-09 20:00:05",1385773.500000000
57,"2023-10-09 21:00:10",1385784.916666666
57,"2023-10-09 22:00:06",1385792.666666666
57,"2023-10-09 23:00:07",1385793.000000000
